timestamp,type,value
1770602788.1231706,BIT,1
1770602788.1231706,BIT,1
1770602788.1231706,BIT,1
1770602788.1231706,BIT,0
1770602788.1231706,BIT,0
1770602788.1231706,BIT,0
1770602788.1231706,BIT,1
1770602788.1231706,BIT,0
1770602788.1231706,BIT,1
1770602788.1231706,BIT,1
1770602788.3539002,BIT,1
1770602788.3539002,BIT,0
1770602788.3539002,BIT,0
1770602788.3539002,BIT,0
1770602788.3539002,BIT,1
1770602788.3539002,BIT,0
1770602788.3539002,BIT,0
1770602788.3539002,BIT,0
1770602788.3539002,BIT,0
1770602788.3539002,BIT,0
1770602788.7071626,BIT,1
1770602788.7071626,BIT,1
1770602788.7071626,BIT,1
1770602788.7071626,BIT,0
1770602788.7071626,BIT,1
1770602788.7071626,BIT,1
1770602788.7071626,BIT,0
1770602788.7071626,BIT,0
1770602788.7071626,BIT,0
1770602788.7071626,BIT,1
1770602789.019995,BIT,0
1770602789.019995,BIT,1
1770602789.019995,BIT,1
1770602789.019995,BIT,0
1770602789.019995,BIT,1
1770602789.019995,BIT,0
1770602789.019995,BIT,0
1770602789.019995,BIT,0
1770602789.019995,BIT,0
1770602789.019995,BIT,1
1770602789.307435,BIT,1
1770602789.307435,BIT,0
1770602789.307435,BIT,1
1770602789.307435,BIT,1
1770602789.307435,BIT,1
1770602789.307435,BIT,1
1770602789.307435,BIT,1
1770602789.307435,BIT,1
1770602789.307435,BIT,0
1770602789.307435,BIT,1
1770602789.6206975,BIT,1
1770602789.6206975,BIT,1
1770602789.6206975,BIT,0
1770602789.6206975,BIT,0
1770602789.6206975,BIT,0
1770602789.6206975,BIT,1
1770602789.6206975,BIT,1
1770602789.6206975,BIT,1
1770602789.6206975,BIT,1
1770602789.6206975,BIT,1
1770602789.9792929,BIT,0
1770602789.9792929,BIT,1
1770602789.9792929,BIT,1
1770602789.9792929,BIT,1
1770602789.9792929,BIT,1
1770602789.9792929,BIT,1
1770602789.9792929,BIT,0
1770602789.9792929,BIT,0
1770602789.9792929,BIT,1
1770602789.9792929,BIT,1
1770602790.3181124,BIT,0
1770602790.3181124,BIT,1
1770602790.3181124,BIT,1
1770602790.3181124,BIT,1
1770602790.3181124,BIT,0
1770602790.3181124,BIT,0
1770602790.3181124,BIT,1
1770602790.3181124,BIT,0
1770602790.3181124,BIT,0
1770602790.3181124,BIT,0
1770602790.5822098,BIT,0
1770602790.5822098,BIT,0
1770602790.5822098,BIT,1
1770602790.5822098,BIT,1
1770602790.5822098,BIT,1
1770602790.5822098,BIT,1
1770602790.5822098,BIT,1
1770602790.5822098,BIT,0
1770602790.5822098,BIT,0
1770602790.5822098,BIT,1
1770602790.8135357,BIT,1
1770602790.8135357,BIT,1
1770602790.8135357,BIT,1
1770602790.8135357,BIT,0
1770602790.8135357,BIT,1
1770602790.8135357,BIT,0
1770602790.8135357,BIT,0
1770602790.8135357,BIT,1
1770602790.8135357,BIT,0
1770602790.8135357,BIT,0
1770602791.0764692,BIT,1
1770602791.0764692,BIT,0
1770602791.0764692,BIT,1
1770602791.0764692,BIT,0
1770602791.0764692,BIT,1
1770602791.0764692,BIT,0
1770602791.0764692,BIT,1
1770602791.0764692,BIT,1
1770602791.0764692,BIT,1
1770602791.0764692,BIT,1
1770602791.3260775,BIT,1
1770602791.3260775,BIT,0
1770602791.3260775,BIT,1
1770602791.3260775,BIT,1
1770602791.3260775,BIT,1
1770602791.3260775,BIT,1
1770602791.3260775,BIT,1
1770602791.3260775,BIT,1
1770602791.3260775,BIT,0
1770602791.3260775,BIT,1
1770602791.5886333,BIT,1
1770602791.5886333,BIT,0
1770602791.5886333,BIT,1
1770602791.5886333,BIT,0
1770602791.5886333,BIT,1
1770602791.5886333,BIT,0
1770602791.5886333,BIT,1
1770602791.5886333,BIT,0
1770602791.5886333,BIT,1
1770602791.5886333,BIT,0
1770602791.8732345,BIT,0
1770602791.8732345,BIT,1
1770602791.8732345,BIT,0
1770602791.8732345,BIT,1
1770602791.8732345,BIT,0
1770602791.8732345,BIT,0
1770602791.8732345,BIT,0
1770602791.8732345,BIT,1
1770602791.8732345,BIT,1
