timestamp,type,value
1770601708.1223593,BIT,0
1770601708.1223593,BIT,1
1770601708.1223593,BIT,0
1770601708.1223593,BIT,0
1770601708.1223593,BIT,0
1770601708.1223593,BIT,1
1770601708.1223593,BIT,1
1770601708.1223593,BIT,1
1770601708.1223593,BIT,0
1770601708.1223593,BIT,0
1770601708.4890168,BIT,0
1770601708.4890168,BIT,1
1770601708.4890168,BIT,1
1770601708.4890168,BIT,1
1770601708.4890168,BIT,1
1770601708.4890168,BIT,0
1770601708.4890168,BIT,1
1770601708.4890168,BIT,1
1770601708.4890168,BIT,0
1770601708.4890168,BIT,0
1770601708.694112,BIT,1
1770601708.694112,BIT,0
1770601708.694112,BIT,0
1770601708.694112,BIT,1
1770601708.694112,BIT,1
1770601708.694112,BIT,0
1770601708.694112,BIT,1
1770601708.694112,BIT,0
1770601708.694112,BIT,0
1770601708.694112,BIT,1
1770601708.9052944,BIT,0
1770601708.9052944,BIT,0
1770601708.9052944,BIT,1
1770601708.9052944,BIT,0
1770601708.9052944,BIT,1
1770601708.9052944,BIT,0
1770601708.9052944,BIT,0
1770601708.9052944,BIT,0
1770601708.9052944,BIT,0
1770601708.9052944,BIT,0
1770601709.086717,BIT,1
1770601709.086717,BIT,1
1770601709.086717,BIT,1
1770601709.086717,BIT,0
1770601709.086717,BIT,1
1770601709.086717,BIT,1
1770601709.086717,BIT,0
1770601709.086717,BIT,1
1770601709.086717,BIT,0
1770601709.086717,BIT,0
1770601709.2921479,BIT,1
1770601709.2921479,BIT,0
1770601709.2921479,BIT,1
1770601709.2921479,BIT,0
1770601709.2921479,BIT,0
1770601709.2921479,BIT,1
1770601709.2921479,BIT,0
1770601709.2921479,BIT,1
1770601709.2921479,BIT,1
1770601709.2921479,BIT,1
1770601709.4789226,BIT,0
1770601709.4789226,BIT,1
1770601709.4789226,BIT,1
1770601709.4789226,BIT,0
1770601709.4789226,BIT,1
1770601709.4789226,BIT,0
1770601709.4789226,BIT,1
1770601709.4789226,BIT,0
1770601709.4789226,BIT,0
1770601709.4789226,BIT,0
1770601709.6760862,BIT,0
1770601709.6760862,BIT,0
1770601709.6760862,BIT,0
1770601709.6760862,BIT,1
1770601709.6760862,BIT,1
1770601709.6760862,BIT,1
1770601709.6760862,BIT,1
1770601709.6760862,BIT,0
1770601709.6760862,BIT,1
1770601709.6760862,BIT,1
1770601709.899832,BIT,1
1770601709.899832,BIT,1
1770601709.899832,BIT,0
1770601709.899832,BIT,1
1770601709.899832,BIT,1
1770601709.899832,BIT,1
1770601709.899832,BIT,1
1770601709.899832,BIT,0
1770601709.899832,BIT,0
1770601709.899832,BIT,0
1770601710.114316,BIT,0
1770601710.114316,BIT,0
1770601710.114316,BIT,1
1770601710.114316,BIT,0
1770601710.114316,BIT,0
1770601710.114316,BIT,0
1770601710.114316,BIT,0
1770601710.114316,BIT,1
1770601710.114316,BIT,1
1770601710.114316,BIT,0
1770601710.3441505,BIT,0
1770601710.3441505,BIT,0
1770601710.3441505,BIT,1
1770601710.3441505,BIT,1
1770601710.3441505,BIT,0
1770601710.3441505,BIT,0
1770601710.3441505,BIT,1
1770601710.3441505,BIT,1
1770601710.3441505,BIT,1
1770601710.3441505,BIT,1
1770601710.5568552,BIT,1
1770601710.5568552,BIT,1
1770601710.5568552,BIT,1
1770601710.5568552,BIT,1
1770601710.5568552,BIT,0
1770601710.5568552,BIT,0
1770601710.5568552,BIT,0
1770601710.5568552,BIT,1
1770601710.5568552,BIT,0
1770601710.5568552,BIT,1
1770601710.7670774,BIT,0
1770601710.7670774,BIT,1
1770601710.7670774,BIT,0
1770601710.7670774,BIT,0
1770601710.7670774,BIT,0
1770601710.7670774,BIT,0
1770601710.7670774,BIT,1
1770601710.7670774,BIT,0
1770601710.7670774,BIT,1
1770601710.7670774,BIT,1
1770601710.9566483,BIT,0
1770601710.9566483,BIT,1
1770601710.9566483,BIT,1
1770601710.9566483,BIT,0
1770601710.9566483,BIT,1
1770601710.9566483,BIT,0
1770601710.9566483,BIT,0
1770601710.9566483,BIT,1
1770601710.9566483,BIT,1
1770601710.9566483,BIT,0
1770601711.142016,BIT,0
1770601711.142016,BIT,1
1770601711.142016,BIT,0
1770601711.142016,BIT,0
1770601711.142016,BIT,0
1770601711.142016,BIT,0
1770601711.142016,BIT,1
1770601711.142016,BIT,1
1770601711.142016,BIT,1
1770601711.142016,BIT,0
1770601711.340955,BIT,0
1770601711.340955,BIT,0
1770601711.340955,BIT,0
1770601711.340955,BIT,0
1770601711.340955,BIT,0
1770601711.340955,BIT,1
1770601711.340955,BIT,1
1770601711.340955,BIT,1
1770601711.340955,BIT,1
1770601711.340955,BIT,1
1770601711.5521853,BIT,1
1770601711.5521853,BIT,1
1770601711.5521853,BIT,1
1770601711.5521853,BIT,1
1770601711.5521853,BIT,0
1770601711.5521853,BIT,0
1770601711.5521853,BIT,0
1770601711.5521853,BIT,0
1770601711.5521853,BIT,1
1770601711.5521853,BIT,0
1770601711.764395,BIT,1
1770601711.764395,BIT,0
1770601711.764395,BIT,0
1770601711.764395,BIT,0
1770601711.764395,BIT,0
1770601711.764395,BIT,0
1770601711.764395,BIT,1
1770601711.764395,BIT,0
1770601711.764395,BIT,1
1770601711.764395,BIT,0
1770601712.0020456,BIT,0
1770601712.0020456,BIT,0
1770601712.0020456,BIT,1
1770601712.0020456,BIT,0
1770601712.0020456,BIT,0
1770601712.0020456,BIT,1
1770601712.0020456,BIT,0
1770601712.0020456,BIT,1
1770601712.0020456,BIT,1
1770601712.0020456,BIT,0
1770601712.2422872,BIT,1
1770601712.2422872,BIT,0
1770601712.2422872,BIT,0
1770601712.2422872,BIT,0
1770601712.2422872,BIT,1
1770601712.2422872,BIT,0
1770601712.2422872,BIT,1
1770601712.2422872,BIT,0
1770601712.2422872,BIT,1
1770601712.2422872,BIT,1
1770601712.4396348,BIT,1
1770601712.4396348,BIT,1
1770601712.4396348,BIT,0
1770601712.4396348,BIT,0
1770601712.4396348,BIT,0
1770601712.4396348,BIT,0
1770601712.4396348,BIT,1
1770601712.4396348,BIT,0
1770601712.4396348,BIT,0
1770601712.4396348,BIT,1
1770601712.6421793,BIT,1
1770601712.6421793,BIT,0
1770601712.6421793,BIT,0
1770601712.6421793,BIT,1
1770601712.6421793,BIT,1
1770601712.6421793,BIT,0
1770601712.6421793,BIT,1
1770601712.6421793,BIT,1
1770601712.6421793,BIT,1
1770601712.6421793,BIT,1
1770601712.8579845,BIT,1
1770601712.8579845,BIT,1
1770601712.8579845,BIT,0
1770601712.8579845,BIT,1
1770601712.8579845,BIT,0
1770601712.8579845,BIT,1
1770601712.8579845,BIT,0
1770601712.8579845,BIT,0
1770601712.8579845,BIT,0
1770601712.8579845,BIT,0
1770601713.0477266,BIT,0
1770601713.0477266,BIT,0
1770601713.0477266,BIT,1
1770601713.0477266,BIT,0
1770601713.0477266,BIT,1
1770601713.0477266,BIT,1
1770601713.0477266,BIT,0
1770601713.0477266,BIT,0
1770601713.0477266,BIT,1
1770601713.0477266,BIT,1
1770601713.233013,BIT,1
1770601713.233013,BIT,0
1770601713.233013,BIT,1
1770601713.233013,BIT,0
1770601713.233013,BIT,0
1770601713.233013,BIT,1
1770601713.233013,BIT,0
1770601713.233013,BIT,1
1770601713.233013,BIT,1
1770601713.233013,BIT,1
1770601713.4366407,BIT,0
1770601713.4366407,BIT,1
1770601713.4366407,BIT,0
1770601713.4366407,BIT,1
1770601713.4366407,BIT,0
1770601713.4366407,BIT,0
1770601713.4366407,BIT,1
1770601713.4366407,BIT,0
1770601713.4366407,BIT,0
1770601713.4366407,BIT,1
1770601713.616904,BIT,1
1770601713.616904,BIT,1
1770601713.616904,BIT,0
1770601713.616904,BIT,1
1770601713.616904,BIT,1
1770601713.616904,BIT,0
1770601713.616904,BIT,0
1770601713.616904,BIT,1
1770601713.616904,BIT,1
1770601713.616904,BIT,1
1770601713.8101566,BIT,0
1770601713.8101566,BIT,0
1770601713.8101566,BIT,1
1770601713.8101566,BIT,1
1770601713.8101566,BIT,0
1770601713.8101566,BIT,0
1770601713.8101566,BIT,1
1770601713.8101566,BIT,1
1770601713.8101566,BIT,0
1770601713.8101566,BIT,0
1770601714.0114427,BIT,1
1770601714.0114427,BIT,1
1770601714.0114427,BIT,0
1770601714.0114427,BIT,1
1770601714.0114427,BIT,1
1770601714.0114427,BIT,1
1770601714.0114427,BIT,0
1770601714.0114427,BIT,1
1770601714.0114427,BIT,1
1770601714.0114427,BIT,1
1770601714.2138016,BIT,1
1770601714.2138016,BIT,1
1770601714.2138016,BIT,0
1770601714.2138016,BIT,0
1770601714.2138016,BIT,0
1770601714.2138016,BIT,1
1770601714.2138016,BIT,0
1770601714.2138016,BIT,0
1770601714.2138016,BIT,1
1770601714.2138016,BIT,1
1770601714.4289331,BIT,0
1770601714.4289331,BIT,1
1770601714.4289331,BIT,0
1770601714.4289331,BIT,1
1770601714.4289331,BIT,0
1770601714.4289331,BIT,0
1770601714.4289331,BIT,1
1770601714.4289331,BIT,0
1770601714.4289331,BIT,1
1770601714.4289331,BIT,1
1770601714.623632,BIT,0
1770601714.623632,BIT,0
1770601714.623632,BIT,1
1770601714.623632,BIT,1
1770601714.623632,BIT,0
1770601714.623632,BIT,1
1770601714.623632,BIT,0
1770601714.623632,BIT,1
1770601714.623632,BIT,1
1770601714.623632,BIT,0
1770601714.8199828,BIT,1
1770601714.8199828,BIT,1
1770601714.8199828,BIT,0
1770601714.8199828,BIT,0
1770601714.8199828,BIT,1
1770601714.8199828,BIT,0
1770601714.8199828,BIT,0
1770601714.8199828,BIT,1
1770601714.8199828,BIT,0
1770601714.8199828,BIT,1
1770601715.043049,BIT,1
1770601715.043049,BIT,0
1770601715.043049,BIT,0
1770601715.043049,BIT,0
1770601715.043049,BIT,1
1770601715.043049,BIT,0
