timestamp,type,value
1770602195.9613187,BIT,0
1770602195.9613187,BIT,1
1770602195.9613187,BIT,1
1770602195.9613187,BIT,0
1770602195.9613187,BIT,0
1770602195.9613187,BIT,1
1770602195.9613187,BIT,1
1770602195.9613187,BIT,1
1770602195.9613187,BIT,0
1770602195.9613187,BIT,0
1770602196.2467477,BIT,0
1770602196.2467477,BIT,0
1770602196.2467477,BIT,0
1770602196.2467477,BIT,1
1770602196.2467477,BIT,1
1770602196.2467477,BIT,0
1770602196.2467477,BIT,1
1770602196.2467477,BIT,1
1770602196.2467477,BIT,0
1770602196.2467477,BIT,1
1770602196.492205,BIT,0
1770602196.492205,BIT,1
1770602196.492205,BIT,0
1770602196.492205,BIT,0
1770602196.492205,BIT,0
1770602196.492205,BIT,1
1770602196.492205,BIT,0
1770602196.492205,BIT,1
1770602196.492205,BIT,1
1770602196.492205,BIT,1
1770602196.7251282,BIT,1
1770602196.7251282,BIT,1
1770602196.7251282,BIT,1
1770602196.7251282,BIT,1
1770602196.7251282,BIT,0
1770602196.7251282,BIT,0
1770602196.7251282,BIT,1
1770602196.7251282,BIT,0
1770602196.7251282,BIT,1
1770602196.7251282,BIT,1
1770602196.9644156,BIT,1
1770602196.9644156,BIT,0
1770602196.9644156,BIT,1
1770602196.9644156,BIT,0
1770602196.9644156,BIT,1
1770602196.9644156,BIT,0
1770602196.9644156,BIT,0
1770602196.9644156,BIT,0
1770602196.9644156,BIT,0
1770602196.9644156,BIT,1
1770602197.254619,BIT,0
1770602197.254619,BIT,0
1770602197.254619,BIT,1
1770602197.254619,BIT,1
1770602197.254619,BIT,0
1770602197.254619,BIT,0
1770602197.254619,BIT,0
1770602197.254619,BIT,1
1770602197.254619,BIT,1
1770602197.254619,BIT,0
1770602197.5465066,BIT,1
1770602197.5465066,BIT,1
1770602197.5465066,BIT,1
1770602197.5465066,BIT,1
1770602197.5465066,BIT,0
1770602197.5465066,BIT,1
1770602197.5465066,BIT,1
1770602197.5465066,BIT,0
1770602197.5465066,BIT,1
1770602197.5465066,BIT,0
1770602197.8464763,BIT,1
1770602197.8464763,BIT,1
1770602197.8464763,BIT,1
1770602197.8464763,BIT,1
1770602197.8464763,BIT,0
1770602197.8464763,BIT,1
1770602197.8464763,BIT,1
1770602197.8464763,BIT,0
1770602197.8464763,BIT,0
1770602197.8464763,BIT,1
1770602198.1342134,BIT,0
1770602198.1342134,BIT,1
1770602198.1342134,BIT,0
1770602198.1342134,BIT,1
1770602198.1342134,BIT,1
1770602198.1342134,BIT,1
1770602198.1342134,BIT,1
1770602198.1342134,BIT,1
1770602198.1342134,BIT,1
1770602198.1342134,BIT,1
1770602198.4010484,BIT,1
1770602198.4010484,BIT,1
1770602198.4010484,BIT,1
1770602198.4010484,BIT,1
1770602198.4010484,BIT,0
1770602198.4010484,BIT,0
1770602198.4010484,BIT,1
1770602198.4010484,BIT,1
1770602198.4010484,BIT,1
1770602198.4010484,BIT,0
1770602198.7069244,BIT,0
1770602198.7069244,BIT,0
1770602198.7069244,BIT,0
1770602198.7069244,BIT,1
1770602198.7069244,BIT,1
1770602198.7069244,BIT,0
1770602198.7069244,BIT,0
1770602198.7069244,BIT,1
1770602198.7069244,BIT,1
1770602198.7069244,BIT,0
1770602198.9845946,BIT,0
1770602198.9845946,BIT,0
1770602198.9845946,BIT,1
1770602198.9845946,BIT,0
1770602198.9845946,BIT,1
1770602198.9845946,BIT,0
1770602198.9845946,BIT,1
1770602198.9845946,BIT,0
1770602198.9845946,BIT,0
1770602198.9845946,BIT,1
1770602199.2093031,BIT,1
1770602199.2093031,BIT,0
1770602199.2093031,BIT,0
1770602199.2093031,BIT,1
1770602199.2093031,BIT,0
1770602199.2093031,BIT,1
1770602199.2093031,BIT,0
1770602199.2093031,BIT,1
1770602199.2093031,BIT,0
1770602199.2093031,BIT,1
1770602199.430988,BIT,1
1770602199.430988,BIT,1
1770602199.430988,BIT,1
1770602199.430988,BIT,1
1770602199.430988,BIT,0
1770602199.430988,BIT,1
1770602199.430988,BIT,1
1770602199.430988,BIT,1
1770602199.430988,BIT,0
1770602199.430988,BIT,1
1770602199.6289437,BIT,0
1770602199.6289437,BIT,1
1770602199.6289437,BIT,1
1770602199.6289437,BIT,1
1770602199.6289437,BIT,1
1770602199.6289437,BIT,0
1770602199.6289437,BIT,0
1770602199.6289437,BIT,0
1770602199.6289437,BIT,0
1770602199.6289437,BIT,1
1770602199.8266022,BIT,0
1770602199.8266022,BIT,1
1770602199.8266022,BIT,1
1770602199.8266022,BIT,1
1770602199.8266022,BIT,0
1770602199.8266022,BIT,0
1770602199.8266022,BIT,0
1770602199.8266022,BIT,1
1770602199.8266022,BIT,1
1770602199.8266022,BIT,1
1770602200.0290215,BIT,0
1770602200.0290215,BIT,1
1770602200.0290215,BIT,1
1770602200.0290215,BIT,1
1770602200.0290215,BIT,0
1770602200.0290215,BIT,1
1770602200.0290215,BIT,0
1770602200.0290215,BIT,0
1770602200.0290215,BIT,0
1770602200.0290215,BIT,0
1770602200.2235765,BIT,1
1770602200.2235765,BIT,0
1770602200.2235765,BIT,1
1770602200.2235765,BIT,1
1770602200.2235765,BIT,1
1770602200.2235765,BIT,0
1770602200.2235765,BIT,0
1770602200.2235765,BIT,0
1770602200.2235765,BIT,1
1770602200.2235765,BIT,1
1770602200.4326832,BIT,0
1770602200.4326832,BIT,1
1770602200.4326832,BIT,1
1770602200.4326832,BIT,0
1770602200.4326832,BIT,1
1770602200.4326832,BIT,0
1770602200.4326832,BIT,1
1770602200.4326832,BIT,1
1770602200.4326832,BIT,1
1770602200.4326832,BIT,0
1770602200.613291,BIT,0
1770602200.613291,BIT,1
1770602200.613291,BIT,1
1770602200.613291,BIT,0
1770602200.613291,BIT,0
1770602200.613291,BIT,1
1770602200.613291,BIT,0
1770602200.613291,BIT,1
1770602200.613291,BIT,0
1770602200.613291,BIT,0
1770602200.8041584,BIT,0
1770602200.8041584,BIT,0
1770602200.8041584,BIT,1
1770602200.8041584,BIT,1
1770602200.8041584,BIT,0
1770602200.8041584,BIT,0
1770602200.8041584,BIT,1
1770602200.8041584,BIT,0
1770602200.8041584,BIT,0
1770602200.8041584,BIT,1
1770602200.9991748,BIT,0
1770602200.9991748,BIT,1
1770602200.9991748,BIT,0
1770602200.9991748,BIT,1
1770602200.9991748,BIT,1
1770602200.9991748,BIT,0
1770602200.9991748,BIT,0
1770602200.9991748,BIT,1
1770602200.9991748,BIT,0
