timestamp,type,value
1770602716.4398947,BIT,0
1770602716.4398947,BIT,0
1770602716.4398947,BIT,0
1770602716.4398947,BIT,1
1770602716.4398947,BIT,1
1770602716.4398947,BIT,1
1770602716.4398947,BIT,1
1770602716.4398947,BIT,1
1770602716.4398947,BIT,0
1770602716.4398947,BIT,1
1770602716.6737916,BIT,0
1770602716.6737916,BIT,0
1770602716.6737916,BIT,0
1770602716.6737916,BIT,1
1770602716.6737916,BIT,0
1770602716.6737916,BIT,1
1770602716.6737916,BIT,0
1770602716.6737916,BIT,0
1770602716.6737916,BIT,1
1770602716.6737916,BIT,1
1770602716.8721414,BIT,1
1770602716.8721414,BIT,0
1770602716.8721414,BIT,1
1770602716.8721414,BIT,1
1770602716.8721414,BIT,0
1770602716.8721414,BIT,0
1770602716.8721414,BIT,0
1770602716.8721414,BIT,1
1770602716.8721414,BIT,0
1770602716.8721414,BIT,0
1770602717.0913484,BIT,0
1770602717.0913484,BIT,0
1770602717.0913484,BIT,0
1770602717.0913484,BIT,1
1770602717.0913484,BIT,1
1770602717.0913484,BIT,1
1770602717.0913484,BIT,1
1770602717.0913484,BIT,1
1770602717.0913484,BIT,1
1770602717.0913484,BIT,1
1770602717.281536,BIT,1
1770602717.281536,BIT,0
1770602717.281536,BIT,0
1770602717.281536,BIT,0
1770602717.281536,BIT,0
1770602717.281536,BIT,1
1770602717.281536,BIT,1
1770602717.281536,BIT,0
1770602717.281536,BIT,0
1770602717.281536,BIT,0
1770602717.46659,BIT,1
1770602717.46659,BIT,0
1770602717.46659,BIT,0
1770602717.46659,BIT,1
1770602717.46659,BIT,1
1770602717.46659,BIT,0
1770602717.46659,BIT,0
1770602717.46659,BIT,1
1770602717.46659,BIT,1
1770602717.46659,BIT,1
1770602717.6368783,BIT,0
1770602717.6368783,BIT,1
1770602717.6368783,BIT,0
1770602717.6368783,BIT,1
1770602717.6368783,BIT,0
1770602717.6368783,BIT,0
1770602717.6368783,BIT,0
1770602717.6368783,BIT,1
1770602717.6368783,BIT,0
1770602717.6368783,BIT,1
1770602717.8065405,BIT,1
1770602717.8065405,BIT,0
1770602717.8065405,BIT,0
1770602717.8065405,BIT,0
1770602717.8065405,BIT,0
1770602717.8065405,BIT,1
1770602717.8065405,BIT,0
1770602717.8065405,BIT,0
1770602717.8065405,BIT,1
1770602717.8065405,BIT,0
1770602717.982878,BIT,0
1770602717.982878,BIT,1
1770602717.982878,BIT,1
1770602717.982878,BIT,0
1770602717.982878,BIT,1
1770602717.982878,BIT,1
1770602717.982878,BIT,0
1770602717.982878,BIT,0
1770602717.982878,BIT,0
1770602717.982878,BIT,0
1770602718.1659017,BIT,0
1770602718.1659017,BIT,0
1770602718.1659017,BIT,0
1770602718.1659017,BIT,0
1770602718.1659017,BIT,0
1770602718.1659017,BIT,1
1770602718.1659017,BIT,0
1770602718.1659017,BIT,0
1770602718.1659017,BIT,1
1770602718.1659017,BIT,1
1770602718.3396912,BIT,0
1770602718.3396912,BIT,1
1770602718.3396912,BIT,0
1770602718.3396912,BIT,0
1770602718.3396912,BIT,0
1770602718.3396912,BIT,0
